age,gender,parent_education,family_income,degree_of_hearing_loss,age_of_onset,assistive_device,sign_language_proficiency,lip_reading_skill,attendance_rate,study_hours,previous_gpa,math_score,science_score,language_score,teacher_support,peer_support,learning_resources,motivation_level,stress_level,performance_class
21,0,3,3,2,8,0,3,4,82,2,6.73,48,84,42,4,5,5,5,2,A
18,1,3,1,2,4,1,2,1,64,2,8.49,71,72,92,2,4,3,5,5,A
21,0,0,4,1,3,0,2,3,80,2,5.45,69,50,68,4,4,3,3,4,B
20,0,0,2,3,3,0,2,1,65,4,9.44,54,76,68,2,5,2,5,1,B
20,0,2,1,1,3,0,1,3,76,3,9.55,53,48,70,1,4,1,3,4,A
20,0,3,3,2,5,0,1,1,84,1,5.52,90,46,84,3,4,2,1,4,A
19,1,3,3,3,3,1,1,1,83,2,9.95,56,46,41,5,4,5,5,4,B
17,1,0,2,1,6,1,5,1,81,1,6.49,61,73,74,5,2,2,3,5,B
18,1,2,1,3,6,1,3,5,72,5,5.42,91,58,84,3,5,1,2,2,C
17,1,2,3,2,4,0,1,1,76,4,5.03,69,59,48,1,5,2,3,4,B
18,1,0,1,3,4,1,5,2,73,5,7.04,56,89,61,1,5,2,3,5,A
17,0,0,3,3,9,1,3,2,93,2,8.15,55,81,58,4,4,2,2,2,B
16,0,3,2,2,7,1,1,2,85,3,6.66,91,64,89,1,2,4,3,1,A
21,0,0,2,3,6,1,2,4,78,2,9.18,47,44,76,4,5,4,2,4,B
15,1,1,1,1,6,1,4,1,85,1,8.58,98,87,49,2,3,2,4,3,B
15,0,2,4,3,5,1,1,2,62,2,6.75,78,68,85,3,5,1,5,5,B
21,1,0,4,1,6,0,4,4,61,3,8.67,70,94,60,2,1,1,1,1,C
16,0,1,2,3,6,0,1,2,87,3,9.7,51,66,56,2,3,1,3,1,A
18,1,2,3,3,9,1,2,3,61,4,5.47,72,64,42,2,5,1,2,1,C
21,0,1,4,2,1,0,4,5,81,4,6.53,97,76,46,2,4,3,5,5,C
19,0,1,2,2,9,0,5,1,66,3,7.32,51,54,80,5,5,2,3,2,B
18,0,0,3,1,1,1,2,5,63,3,7.49,64,93,76,1,2,2,5,3,A
15,0,2,3,2,9,0,4,5,97,1,7.71,77,87,75,3,2,3,4,2,A
19,1,1,4,2,6,1,4,3,98,2,6.5,87,43,42,3,5,1,3,4,B
17,0,3,2,2,9,0,2,3,79,4,8.34,57,53,97,2,4,5,2,3,B
19,0,2,3,2,6,1,2,3,65,1,8.23,58,95,52,3,4,5,4,2,A
18,0,3,3,2,6,0,2,4,68,2,7.89,94,88,80,4,4,3,3,4,C
16,1,0,1,1,4,0,3,2,90,4,5.57,42,56,69,3,5,5,5,3,A
17,0,3,1,1,0,0,5,1,85,1,7.38,74,60,62,2,5,4,4,5,A
18,0,2,4,2,1,0,1,3,95,5,6.78,44,55,99,3,1,2,2,4,A
17,0,1,1,2,8,1,4,1,85,5,7.46,74,65,46,1,2,5,3,2,A
19,0,1,2,1,7,0,1,1,87,4,9.61,90,48,69,2,3,4,5,3,C
15,0,2,4,3,7,1,2,1,64,1,7.4,66,41,68,5,3,2,5,4,B
18,1,1,4,1,9,1,5,3,69,2,5.07,76,82,47,1,2,4,4,4,A
16,1,3,1,3,0,0,5,3,77,2,7.19,85,54,49,3,1,2,3,5,C
21,1,1,3,2,5,0,3,2,74,1,9.1,60,74,72,5,2,2,5,4,C
19,0,1,2,2,8,1,2,3,92,5,8.9,55,63,98,1,1,5,4,3,C
18,1,3,2,1,7,0,4,3,64,1,7.57,67,87,59,4,1,3,1,1,C
16,0,3,2,2,2,1,3,1,96,5,6.25,64,92,68,1,4,5,5,3,B
18,0,3,4,3,3,0,2,2,99,5,7.33,72,90,68,5,2,1,4,3,B
19,0,0,2,3,2,1,3,5,81,2,7.82,56,93,92,4,3,4,1,5,B
18,0,3,3,1,5,0,1,3,81,4,10.0,82,77,60,3,5,1,4,5,A
17,1,3,3,3,8,0,2,3,81,3,8.22,69,53,40,2,5,2,5,4,B
19,1,0,1,1,7,1,4,5,74,1,8.47,80,76,90,3,2,5,1,5,C
18,1,1,2,1,9,1,4,1,76,5,7.46,92,76,73,2,5,1,4,4,B
21,0,3,4,3,3,1,2,2,87,1,6.77,43,45,83,2,1,1,3,1,C
15,1,2,1,3,1,0,3,1,81,4,9.06,41,57,94,5,5,1,1,2,B
18,1,3,3,3,7,0,5,4,80,4,7.47,99,61,71,4,1,2,4,5,B
17,0,3,2,3,7,0,2,3,76,3,9.97,48,57,84,4,1,2,3,5,B
16,1,0,3,3,5,0,4,4,64,3,7.29,93,90,53,1,3,2,1,1,B
21,0,2,1,3,7,1,1,3,77,5,5.34,70,41,76,3,5,1,4,5,B
16,1,1,3,3,8,1,4,4,76,3,8.41,64,71,74,5,3,4,5,1,A
21,1,1,2,2,0,0,5,5,63,5,5.23,76,56,98,3,5,5,1,4,A
16,1,2,2,1,8,0,4,3,66,2,6.25,75,99,63,1,1,5,1,5,C
15,0,3,1,1,1,0,5,3,84,5,6.77,94,40,88,1,5,2,3,5,A
17,1,0,2,3,0,1,2,4,96,3,8.7,44,48,40,5,3,1,4,4,B
19,1,2,3,1,7,1,4,2,99,1,7.47,63,52,85,1,4,4,5,5,B
16,1,2,3,3,7,0,3,4,99,3,5.14,63,75,45,5,3,3,3,3,B
21,1,1,4,2,3,1,3,3,68,4,8.08,68,76,88,1,4,2,1,1,C
17,0,0,4,1,7,0,4,3,78,3,7.06,89,97,43,4,2,3,3,2,C
18,0,2,4,1,6,0,4,2,68,2,9.61,84,69,77,5,3,5,3,3,C
15,1,0,3,2,1,1,1,1,82,5,7.5,70,70,40,4,5,5,3,2,B
17,1,3,3,2,4,1,4,2,90,4,8.54,76,62,80,4,4,4,1,3,B
17,1,1,1,2,9,1,1,1,91,5,6.09,97,89,70,5,5,4,2,3,C
19,0,3,4,1,3,1,1,3,90,5,8.8,95,67,75,3,4,3,3,3,C
17,1,0,3,1,2,0,1,5,76,3,8.6,58,98,48,2,3,5,2,1,C
19,1,3,1,2,0,1,1,5,98,1,9.52,62,49,80,1,3,4,5,2,C
15,0,1,3,2,4,1,2,4,81,4,5.17,74,64,93,1,5,4,5,4,A
15,0,0,1,2,9,1,3,2,94,2,7.24,93,99,84,3,3,5,5,4,A
18,0,2,4,2,7,1,1,2,89,2,8.4,89,75,62,2,5,5,4,5,C
19,1,3,4,2,8,0,3,5,99,1,5.48,45,65,70,3,1,1,1,1,C
19,0,1,4,3,6,0,1,1,96,1,7.05,45,65,68,2,4,4,2,1,C
16,0,2,3,2,0,1,3,2,85,3,9.71,95,84,88,5,5,3,4,1,A
16,1,1,3,3,0,1,4,1,65,2,7.18,76,52,60,5,4,2,2,3,B
18,0,0,1,1,0,0,4,1,93,4,9.93,69,56,42,4,1,2,1,1,B
15,1,0,2,1,1,0,3,1,91,1,5.28,40,79,97,4,4,5,3,4,B
20,1,3,2,3,0,1,1,1,84,1,8.59,47,43,65,5,5,3,4,1,B
16,0,1,4,2,3,0,2,4,72,1,7.91,67,62,45,4,3,1,1,3,C
17,1,1,2,1,9,0,3,4,97,4,7.5,64,74,59,5,4,4,4,2,A
15,0,1,4,2,8,0,5,5,97,2,9.85,72,50,86,3,4,1,5,1,B
20,0,0,1,2,3,0,2,4,61,4,5.65,92,51,85,1,1,3,4,2,B
17,0,3,2,3,3,1,5,2,64,4,9.48,99,48,52,5,2,1,3,5,B
21,1,1,2,1,6,0,3,4,70,3,8.46,77,54,80,5,3,5,3,3,B
19,0,1,4,1,8,0,1,2,70,1,6.29,91,84,62,5,5,2,2,1,C
15,1,2,1,3,6,1,5,2,83,2,9.51,53,76,54,4,1,5,4,5,A
21,1,1,2,2,0,1,3,1,73,3,7.15,50,44,85,4,5,4,5,5,A
18,1,3,2,2,0,1,2,5,89,3,9.07,41,58,70,4,5,5,3,2,C
19,0,2,2,1,3,0,1,1,99,5,6.94,92,50,43,4,4,3,2,4,B
19,1,2,1,3,3,1,5,1,94,1,9.25,69,48,50,3,1,3,5,4,A
17,1,2,1,3,0,0,3,4,80,2,8.18,69,74,93,5,1,4,5,4,B
21,0,0,2,2,5,1,1,4,64,2,5.71,43,89,41,3,3,4,5,4,B
19,0,2,4,2,9,0,1,2,97,2,8.25,52,66,55,4,2,2,1,3,A
16,1,1,4,3,1,1,4,4,61,1,5.96,46,52,90,3,5,1,3,1,A
15,1,0,2,1,4,1,1,4,99,2,7.06,77,96,70,5,3,2,1,1,C
16,0,0,1,2,7,0,3,3,96,4,5.85,42,99,87,5,3,5,1,3,B
17,1,0,2,3,2,1,2,2,93,4,5.11,48,51,98,4,5,1,3,2,A
20,1,0,1,3,8,1,4,2,70,1,6.06,53,48,78,5,4,4,4,1,A
17,1,0,2,3,6,1,3,3,95,2,7.68,91,81,82,3,4,3,2,5,B
15,1,0,1,1,8,1,3,2,70,5,7.41,50,67,83,2,5,5,3,1,A
19,0,0,3,2,0,1,3,5,68,5,7.51,76,52,43,5,1,2,2,3,C
21,1,2,4,2,4,0,5,5,65,5,6.24,53,59,87,3,2,4,4,2,B
21,0,3,3,2,2,0,5,3,93,4,8.43,58,91,67,3,4,1,3,1,B
18,1,1,4,1,3,1,2,4,96,5,8.52,47,52,97,3,2,1,5,3,C
17,0,1,1,2,3,1,3,5,91,2,6.79,98,66,55,5,3,3,3,5,B
15,1,2,3,2,6,0,5,3,71,2,9.41,46,65,78,2,3,4,4,4,A
18,0,2,4,2,9,0,5,5,91,5,8.22,98,68,64,4,5,4,1,5,B
19,1,0,2,2,7,1,5,1,76,3,8.57,98,68,52,4,5,5,3,5,B
20,0,3,1,1,9,0,2,3,63,5,6.39,46,61,44,5,5,5,5,2,B
17,1,0,1,3,4,1,2,2,92,3,5.0,95,48,69,5,4,1,3,1,B
20,1,2,2,3,9,1,3,5,68,1,9.33,94,63,40,1,2,2,1,4,B
15,0,0,2,2,6,1,4,2,93,1,9.11,42,81,44,2,3,1,3,3,A
20,0,1,4,2,2,1,3,3,98,2,5.62,42,58,93,3,2,5,5,4,C
20,0,1,1,2,2,0,5,5,89,4,6.87,57,77,53,3,4,5,4,1,B
15,0,0,4,1,2,0,5,2,79,2,8.31,84,70,50,4,2,5,5,2,B
15,0,3,2,2,3,0,1,4,98,2,8.26,72,78,73,5,2,1,4,1,B
17,1,0,1,1,5,1,3,4,82,4,9.3,76,54,95,2,5,4,5,3,B
20,0,0,2,2,4,0,5,1,94,2,5.7,67,93,68,4,2,2,2,4,A
18,0,3,4,2,7,1,5,3,82,4,7.15,75,71,57,2,2,2,3,5,A
15,1,3,4,3,4,1,4,2,98,2,5.49,55,90,54,5,2,5,3,1,A
19,0,3,4,2,4,0,1,1,82,1,6.95,54,85,85,3,1,3,1,2,B
20,0,1,1,1,9,1,3,3,96,3,5.08,68,87,64,1,3,1,2,2,B
15,0,0,2,3,1,1,2,4,82,2,9.49,98,85,69,2,3,4,1,4,C
18,1,2,2,1,4,1,3,2,98,3,7.64,57,68,84,3,2,5,3,5,B
21,0,3,4,3,6,0,3,5,87,5,9.25,88,96,41,2,5,3,1,3,C
17,1,3,4,1,1,1,4,4,78,2,5.3,85,91,90,2,5,5,4,5,C
20,1,0,4,3,5,0,3,5,89,1,6.14,85,73,79,2,5,3,2,4,C
21,0,2,4,1,6,1,4,5,80,4,6.3,58,48,66,5,3,2,5,5,C
15,1,0,3,1,4,0,4,2,83,1,6.93,68,74,93,4,4,3,4,4,B
15,0,0,3,2,8,1,5,2,80,3,9.01,45,45,88,2,2,2,5,5,B
19,0,3,3,3,3,0,2,5,85,4,6.93,84,76,54,5,3,2,1,1,A
19,0,3,4,3,9,0,4,1,95,1,6.02,89,53,71,1,5,1,3,2,C
20,0,1,4,2,0,1,1,5,85,1,5.32,97,86,59,4,3,3,4,4,B
21,0,2,2,1,7,1,1,5,92,1,5.4,86,89,92,5,3,4,2,4,B
21,1,2,1,1,7,1,2,2,95,4,8.8,94,88,53,1,3,4,5,2,B
15,1,3,2,3,6,1,4,3,63,1,7.22,66,48,66,4,5,3,4,3,B
20,1,3,3,1,7,0,2,4,68,1,8.63,46,58,42,5,4,1,3,4,B
15,1,3,2,3,1,1,5,2,67,3,8.41,66,62,88,1,1,4,2,1,B
19,0,2,4,3,2,0,1,1,61,1,5.68,58,96,42,5,2,5,2,5,C
18,0,1,3,1,8,1,3,4,88,1,5.71,56,80,52,1,2,4,5,1,C
16,1,2,3,1,0,0,1,2,82,5,8.78,80,67,64,2,3,1,4,4,C
16,0,3,1,1,7,0,4,2,65,4,8.61,50,55,57,2,4,2,4,3,C
15,1,3,1,2,7,0,2,3,95,5,6.89,44,65,40,4,5,2,2,4,A
21,1,1,3,3,6,1,1,1,80,3,5.39,41,77,78,1,1,2,1,3,C
19,1,0,3,1,4,1,3,1,81,5,5.06,86,79,94,2,1,1,2,2,A
17,1,0,2,2,3,0,3,2,68,2,6.44,95,64,44,4,3,2,3,5,C
17,0,2,3,1,9,0,2,3,93,4,5.05,51,74,41,3,3,2,4,1,A
16,0,0,4,3,9,0,2,2,85,1,6.15,81,93,69,2,5,1,5,3,B
18,1,0,2,2,9,0,1,5,60,5,7.1,81,44,56,2,5,5,4,1,C
16,1,2,4,3,9,0,4,5,95,5,5.61,91,46,68,5,5,4,2,2,B
15,1,3,4,1,5,1,5,3,64,1,5.52,50,62,92,3,3,1,3,4,B
18,1,0,4,1,0,0,3,2,81,1,9.48,49,64,81,1,4,1,1,3,B
17,1,3,3,1,4,1,2,3,63,3,7.93,67,40,43,4,3,3,4,5,B
21,0,2,1,2,3,1,5,2,61,5,9.67,46,61,48,3,3,2,2,3,A
19,1,3,1,2,3,1,5,2,75,5,6.73,53,92,60,1,1,5,2,4,B
19,1,3,4,2,6,0,5,5,75,2,8.39,52,43,82,2,5,3,2,4,A
15,0,2,3,2,8,0,4,4,81,2,6.02,44,97,97,4,2,5,3,5,B
16,0,3,2,1,7,0,2,1,60,5,8.09,90,67,51,4,5,2,2,5,A
15,0,0,4,1,7,0,3,1,74,2,5.65,81,87,51,3,4,2,2,2,B
19,0,0,2,1,4,1,2,3,83,5,5.01,47,98,89,5,4,2,2,1,B
17,0,0,2,2,5,1,1,1,63,4,9.66,89,53,43,1,5,4,4,3,B
19,0,0,3,2,1,1,3,5,77,3,7.77,40,72,67,3,5,5,2,2,B
18,0,3,3,1,2,0,2,4,76,2,9.63,44,43,48,5,3,5,3,1,B
21,0,0,1,1,4,0,3,2,66,5,6.67,50,81,79,5,2,3,4,2,C
21,0,3,1,2,1,0,1,2,69,2,6.64,91,50,90,5,3,1,2,5,C
20,1,1,3,3,2,0,3,5,60,3,7.0,82,78,95,4,1,2,1,5,C
19,0,3,4,1,3,0,5,1,61,4,8.53,87,71,71,1,1,2,3,4,B
19,1,0,1,1,5,0,4,2,81,1,7.83,49,43,52,1,4,3,1,3,B
21,1,1,2,1,4,1,1,1,91,1,9.63,54,40,73,3,4,5,3,3,A
20,1,2,4,2,9,1,3,5,88,2,5.13,78,65,58,2,2,4,1,3,B
18,1,3,2,1,3,0,1,2,94,5,8.54,86,72,53,3,4,5,2,2,C
16,1,0,3,1,1,1,5,3,76,3,6.65,68,56,44,1,1,4,1,2,B
19,1,0,2,1,4,1,4,4,71,4,5.9,64,66,66,4,2,4,1,3,B
21,1,0,4,1,4,1,1,1,83,4,7.55,87,81,67,3,1,5,3,4,A
15,1,2,3,1,6,1,5,1,89,4,7.53,45,44,65,2,5,2,2,1,A
19,0,1,4,3,0,0,5,1,89,1,5.69,50,46,49,3,5,4,3,2,A
15,1,1,2,3,3,1,5,1,79,3,6.01,56,64,63,5,2,3,2,3,B
18,1,0,4,1,4,0,3,5,66,1,7.04,54,47,56,2,3,3,5,5,B
19,1,3,3,1,7,0,2,5,97,2,7.04,55,73,91,5,4,4,4,2,B
21,1,0,2,1,7,1,1,5,66,4,6.59,95,80,55,4,2,2,4,1,B
18,0,0,2,1,0,0,2,5,89,3,5.74,41,43,56,1,4,4,3,2,C
18,1,3,1,2,4,1,5,2,71,4,5.02,75,51,40,3,1,3,2,1,C
16,0,0,1,2,9,0,2,5,90,1,9.85,58,97,99,3,3,3,1,1,C
19,0,2,4,2,0,0,5,2,77,1,9.72,77,70,60,5,4,5,4,2,B
15,1,0,1,3,0,1,5,3,61,1,7.42,89,50,93,5,5,2,3,1,B
15,1,2,1,1,1,1,4,5,92,4,9.98,60,76,86,1,5,5,3,2,C
19,0,0,1,2,1,0,4,3,70,3,8.37,50,83,88,3,1,1,3,2,A
20,1,1,1,1,8,1,2,5,93,3,5.34,80,98,82,1,2,4,2,4,A
16,1,3,3,1,3,0,1,3,75,2,5.59,42,92,61,5,4,5,3,5,B
16,0,1,3,3,2,1,2,4,94,4,9.58,73,75,44,5,1,2,5,1,B
16,0,0,1,3,0,0,1,3,92,2,8.15,57,84,75,2,5,4,1,2,A
15,1,0,4,2,1,0,2,2,80,2,9.22,54,61,97,5,5,4,3,1,C
18,1,2,3,2,5,0,3,1,79,2,9.49,64,40,60,5,5,4,2,2,B
21,1,0,1,3,8,0,3,3,67,2,7.24,93,89,95,1,3,4,1,2,B
20,0,0,3,3,4,0,1,1,85,1,5.24,89,43,48,2,3,4,1,2,B
16,1,0,2,1,3,1,4,4,92,2,5.94,90,75,66,2,5,2,4,5,B
15,0,1,3,1,4,0,1,4,85,3,5.33,54,47,87,3,2,1,3,1,A
15,0,2,3,2,8,1,2,2,96,2,5.94,69,64,51,4,3,3,3,5,A
18,1,1,4,2,6,1,5,2,89,1,7.05,56,67,57,3,4,1,2,5,A
19,0,2,3,3,7,0,3,3,90,5,5.59,57,91,93,3,3,3,5,5,C
19,1,1,4,2,3,0,5,5,92,5,5.83,70,77,74,3,4,5,5,5,B
21,1,0,2,1,7,1,3,4,70,5,7.23,89,75,54,2,3,4,4,4,B
21,0,1,1,3,5,0,2,1,64,4,6.7,82,75,89,1,5,5,5,1,B
16,1,1,4,1,4,0,3,5,61,3,7.34,57,99,83,5,4,5,2,1,B
21,0,2,3,3,6,1,1,4,72,1,7.15,94,82,69,2,2,3,4,2,B
16,0,2,3,3,5,1,5,3,77,5,8.22,74,99,84,5,3,2,3,1,A
20,1,1,4,1,2,1,5,4,85,1,9.69,52,80,72,5,3,4,5,5,C
21,1,2,2,2,4,1,2,2,84,1,5.54,53,85,75,4,5,5,2,3,B
18,1,2,1,2,8,1,5,1,73,4,5.5,98,43,79,3,4,1,2,1,B
16,1,2,3,2,6,1,2,1,64,5,9.26,75,52,90,4,5,4,3,3,B
18,0,3,2,2,3,0,4,2,61,2,7.53,57,77,92,3,4,2,2,4,C
15,0,2,1,1,6,1,1,5,63,1,8.83,44,84,69,2,3,4,4,2,B
16,0,3,1,3,4,1,3,2,71,5,6.08,53,64,65,5,3,5,4,2,A
15,1,3,3,1,1,0,3,1,70,1,9.14,64,42,60,4,3,1,1,2,C
17,0,2,4,2,5,0,3,3,63,4,9.62,83,94,76,2,3,5,3,4,B
18,0,1,3,2,6,0,4,5,68,4,8.18,96,71,82,2,1,2,2,5,A
17,1,2,3,1,7,0,1,4,69,2,5.53,78,78,96,3,3,3,5,3,A
16,1,0,3,3,5,0,5,3,86,4,9.48,51,40,70,5,3,1,4,1,C
15,1,1,2,1,7,0,5,5,65,5,8.96,79,50,95,3,4,2,3,5,C
16,0,3,4,1,6,1,1,1,74,4,8.75,92,41,95,3,3,2,3,2,C
17,1,3,2,1,1,0,1,1,90,2,5.18,92,44,56,2,3,5,4,2,C
16,0,1,3,3,5,0,3,3,81,3,8.99,67,95,56,3,4,5,1,5,B
20,0,1,4,1,8,0,5,5,65,1,5.69,74,61,73,1,3,5,3,3,B
19,0,2,1,1,5,0,1,4,92,1,6.11,93,85,63,5,3,3,2,5,B
17,0,3,4,2,3,1,5,4,88,5,7.89,40,52,97,3,5,4,5,4,C
16,0,0,3,1,6,0,1,2,80,2,6.32,42,87,72,3,1,4,5,2,B
15,1,2,4,2,2,0,2,3,89,2,8.31,82,62,43,4,4,5,4,3,C
16,0,1,1,2,4,1,3,5,80,2,8.04,89,86,48,5,5,5,3,1,A
15,1,3,1,2,0,1,1,3,95,1,5.54,46,70,41,5,2,3,5,2,C
19,0,1,4,3,9,1,4,4,81,4,8.28,48,74,74,3,2,4,3,5,B
16,0,1,1,2,2,0,1,5,79,1,9.62,75,77,98,1,1,3,4,3,C
21,1,1,2,1,7,1,2,1,81,1,5.81,62,80,77,4,2,2,1,2,A
21,0,2,4,1,8,1,4,1,99,1,7.99,63,74,84,1,1,4,5,1,A
19,0,0,1,2,8,1,4,5,70,4,6.71,49,84,54,3,2,5,2,1,A
17,1,0,1,2,9,0,1,3,90,3,7.3,89,52,82,5,2,1,4,5,B
15,1,3,4,1,1,0,2,3,99,5,6.44,94,93,81,5,5,2,1,4,B
21,0,1,2,2,3,1,4,1,72,3,6.77,87,46,42,1,2,1,2,5,C
20,0,0,4,3,4,0,3,1,77,3,5.14,51,44,70,2,1,3,2,3,B
17,0,1,1,2,2,0,3,4,81,1,9.91,58,97,91,3,3,3,5,5,A
15,1,3,4,3,0,0,5,5,76,3,8.12,71,68,80,5,3,3,3,3,A
19,0,1,1,3,5,0,5,3,97,1,7.5,63,47,96,2,3,5,4,4,A
21,1,0,3,3,9,0,2,4,84,1,6.92,61,47,81,5,1,3,2,5,C
18,1,1,4,2,1,1,4,3,91,5,7.7,42,93,92,5,1,1,5,1,C
16,0,0,4,3,8,1,3,1,74,2,6.9,79,46,94,2,3,2,1,3,C
